,Unnamed: 0,Name,Symbol,Open,High,Low,Close,Net Chg,% Chg,Volume,52 Wk High,52 Wk Low,Div,Yield,P/E,YTD % Chg,Stock,day,date
47999,183760,Audentes Therapeutics,BOLD,29.17,30.6,28.57,30.05,0.91,3.12,"377,603",41.80,13.90,0,0,0,-3.84,Nasdaq,Thursday,2018-03-29
48000,288369,Audentes Therapeutics,BOLD,34.48,37.7,34.48,36.59,1.82,5.23,"706,247",41.80,13.90,0,0,0,17.09,Nasdaq,Wednesday,2018-04-11
48001,141619,Audentes Therapeutics,BOLD,37.0,38.91,36.49,37.84,1.25,3.42,"716,592",41.8,13.9,0,0,0,21.09,Nasdaq,Thursday,2018-04-12
48002,216809,Audentes Therapeutics,BOLD,40.0,40.49,39.01,39.53,-0.23,-0.58,"267,866",41.80,13.90,0,0,0,26.50,Nasdaq,Tuesday,2018-04-17
48003,290170,Audentes Therapeutics,BOLD,39.69,40.04,38.72,39.09,-0.44,-1.11,"329,551",41.8,13.9,0,0,0,25.09,Nasdaq,Wednesday,2018-04-18
48004,143422,Audentes Therapeutics,BOLD,39.26,39.78,38.11,38.92,-0.17,-0.43,"226,757",41.80,13.90,0,0,0,24.54,Nasdaq,Thursday,2018-04-19
48005,197,Audentes Therapeutics,BOLD,38.74,39.05,38.01,38.49,-0.43,-1.10,"291,576",41.80,13.90,0,0,0,23.17,Nasdaq,Friday,2018-04-20
48006,218617,Audentes Therapeutics,BOLD,37.89,38.56,36.98,37.17,-0.71,-1.87,"191,041",41.8,13.9,0,0,0,18.94,Nasdaq,Tuesday,2018-04-24
48007,291982,Audentes Therapeutics,BOLD,37.26,37.7,35.36,35.54,-1.63,-4.39,"274,377",41.8,13.9,0,0,0,13.73,Nasdaq,Wednesday,2018-04-25
48008,2010,Audentes Therapeutics,BOLD,38.08,38.91,37.54,37.84,-0.14,-0.37,"151,218",41.80,13.90,0,0,0,21.09,Nasdaq,Friday,2018-04-27
48009,75464,Audentes Therapeutics,BOLD,38.06,38.61,36.95,37.36,-0.48,-1.27,"178,856",41.8,13.9,0,0,0,19.55,Nasdaq,Monday,2018-04-30
48010,255261,Audentes Therapeutics,BOLD,37.31,37.48,36.58,36.65,-0.71,-1.90,"244,494",41.8,13.9,0,0,0,17.28,Nasdaq,Tuesday,2018-05-01
48011,185581,Audentes Therapeutics,BOLD,36.32,37.23,35.44,35.53,-0.93,-2.55,"152,997",41.80,13.90,0,0,0,13.70,Nasdaq,Thursday,2018-05-03
48012,44174,Audentes Therapeutics,BOLD,35.51,36.32,35.45,35.96,0.43,1.21,"120,793",41.80,13.90,0,0,0,15.07,Nasdaq,Friday,2018-05-04
48013,113986,Audentes Therapeutics,BOLD,36.2,37.08,35.88,36.39,0.43,1.20,"164,912",41.8,13.9,0,0,0,16.45,Nasdaq,Monday,2018-05-07
